post_id,date,username,body,num_likes,location,joined,points,clubs,title,mean_word_length,mean_sent_length,word_count,polarity,subjectivity
118267683,2020-01-23,Gordy Schafer,"Wearable/ implantable AI will change everything. I'm sure MP will develop an app that provides""streaming beta"" directly into your head.",0,Unknown Hometown,Jan 2011,3,,The Next Big Thing - Innovations in Climbing Technology,5.8,13.0,26,0.3,0.6444444444444444
124000850,2023-04-12,WF WF51,"Bruno Schull    wrote:I really don't understand these people who bring cats to the crag. Is it just a Boulder or southern California thing?Whenever there are cats at the crag, they drive me crazy. They meow all the time, and thread back and forth between my legs while I belay, which is unsafe, and they rub their scent on my ankles, which is digusting. Then they play with the ends of the ropes like mice. I've even seen cats climbing standing lines and clawing the sheath and making them all fuzzy. Climbing ropes are not cat toys--Ropes are expensive!  And the owners just sit there and laugh like their cats are so cute!Then they pee everywhere, especially on clothes and backpacks, which is terrible, because you know how strong cat pee is--they even use the same chemicals in perfume because it stays around for so long. I hate all my stuff smelling like cat pee. To say nothing of the hair. Cat hair gets everywhere, and I'm allergic. Also hair balls.  What other animal licks its fur and then coughs up hair balls? So gross.More importantly, do you know cats can tansmit seriouis diseases? There is a real risk of contracting lymphoreticulosis (Cat Scratch fever) and cytomegalovirus. They're just unclean animals. I can't believe people even touch them. It's totally unethical to expose other people to these risks.And the poop. Don't get me started on the poop. They poop everywhere, so I can't even bring my dog to the crag, because my dog eats the poop! But I guess it's just this generation Z or instagram or Tik Tok or whatever. Obsessed with cats. No sense of responsability. Just entitled. Makes me sick. -1 of 10.",13,Unknown Hometown,Oct 2020,0,,ban crag dogs,4.705263157894737,13.72,343,-0.1598527568922306,0.5639724310776943
113935156,2017-12-17,Jon Nelson,"Mei wrote:I can't believe it. It really happened! My post was copied from an old post I wrote to Supertopo discussing rubber, and nobody ever pointed it out. Even earlier today, when I scanned the replies and saw Jon's question, I was formulating answer in my head to explain the difference socks. And then when I saw Ted's reply, I lost it -- I was rolling on the floor laughing. I'm not any better than this German coast guard trainee apparently.https://www.youtube.com/watch?v=yR0lWICH3rYWell, yes, but not what you'd think. I wear the thickest (or, sickest?) winter socks in my biggest, 38.5, TC's when I'm on El Cap in the summer. The hot granite makes my feet swell, and the slab climbing induces excruciating pain in the bone spurs against the back of the heels, so I need all the cushion I can get. BTW, I wear socks all the time. Old school? Maybe, but my climbing shoes don't smell at all!!!Oh, thanks for liking the video. I was not brave enough to post it to Supertopo, because people there sneer at gym climbing. But yes, I feel very fortunate with my access to some wonderful gyms.OK, thanks for the clarification Mei. It is what I suspected you meant, but I suppose socks can also be ""sick"" in various ways too.I also go ""old school"" and wear socks in my climbing shoes, both for comfort, and to help keep down the smell. Also, for the slabby stuff I prefer, having comfortable feet means that I weight my feet a lot more, which can help me succeed on the route.Hilarious coast-guard video, thanks.",0,"Redmond, WA",Sep 2011,6,,Tommy Caldwell and TC Pro's,4.628252788104089,19.58823529411765,333,0.1452456538170824,0.4574300831443689
107920605,2012-12-05,T Howes,"Weather is that stuff up in the sky. Whether is often used to introduce a question, often a choice between options.",0,"Bend, OR",Dec 2010,0,American Alpine Club Member,This is Repelling...,4.523809523809524,12.0,24,0.0,0.0
108134068,2013-05-09,H BL,Check this on Bears...  Da' Bears   As far as the bugs and snakes go. I had issue once with bees in the Gunks. I think it was on Arches near the top of the 2nd pitch there were bees living in the rock.,0,Colorado,Feb 2006,5,,Pest Control,3.627906976744186,16.0,48,0.175,0.475
106332200,2009-01-06,Jeff Mekolites,"Sean Cobourn wrote: Legendary Nuclear Bomb- Looking Glass, NC that is just sick...makes my hands sweaty just thinking about it...   Need to review and update my list...",0,"Atlanta, GA",Jan 2007,0,"Access Fund Member, American Alpine Club Member",Ten Climbs for 2009,5.185185185185185,16.5,33,1.0,1.0
120851126,2021-06-11,Matthew Jaggers,Tradiban    wrote: It's a proven fact that those trying to point out others need for validation are actually the ones needing validation.Meta,0,Red River Gorge,Sep 2017,5,,"Redact the Term ""Local""",5.318181818181818,24.0,24,0.0,0.1
107797883,2012-09-17,Rajiv Ayyangar,"White Zombie - a bolted 12d squeeze chimney (with lots of OW-style hand techniques) at Rumney, NH:   mountainproject.com/v/white…   ""Most people avoid this route like the plague, but it's actually really a fun route (and it's never crowded). Climb out the near horizontal v-shaped chimney with great effort. There are some jams, fingerlocks, and fist stacks in the back, but for the most part it's a thrash, smearing and contorting yourself in hopes of staying wedged in there somehow.""",0,"San Francisco, CA",Jun 2010,0,"Access Fund Member, American Alpine Club Member","Bolted OW sport routes, or OW boulder problems?",5.1923076923076925,32.333333333333336,97,0.3142857142857143,0.3357142857142857
112835265,2018-02-23,Hamish Hamish,"jg fox wrote:Your rope gets nicked and coreshot four feet from an end, you cut off four feet, how good is your middle mark then?Know how to measure the middle of your rope by arm distance when flaking, way more dependable then a mark in the rope, which is more of a useful convenience then safety feature.That’s fair.",2,"Fredericksburg, VA",May 2017,5,,Clove Hitch Climbing Anchor,4.482758620689655,69.0,69,0.3857142857142857,0.3571428571428571
123513640,2022-11-29,Ryan Wood,Piece of shit.,9,"Bend, OR",Feb 2019,5,"Access Fund Member, American Alpine Club Member",Seattle Vertical World coach sentenced 5 years for 3rd degree child rape.,4.0,4.0,4,-0.2,0.8
118223480,2020-01-13,Mike Stephan,"Dalton BeardsleyContact DaltonMember Since Sep 28, 2017Last Visit: 1 day ago",27,Unknown Hometown,Dec 2017,8,,Missing son,6.0,13.0,13,0.0,0.0
117972964,2019-11-05,SW Backcountry,The contact info of the mother company is below. I encourage folks to call the San Francisco office like I did.http://www.tsgconsumer.com/contactAdditionally note their other brands:http://www.tsgconsumer.com/portfolio,4,Unknown Hometown,Apr 2017,5,,Backcountry.com not playing nice,7.76,16.0,32,-0.125,0.375
106063533,2007-11-16,joshf,Plated steel vs stainless...advantages and disadvantages?,0,"missoula, mt",Oct 2007,0,,bolt types,8.666666666666666,9.0,9,0.0,0.0
117764682,2019-09-20,Jason Schmidt,"don'tchuffonme wrote: I'm close, but not over. I say if you have a problem with the following, this thread is for you (and me):Ropes hanging on routes with no one climbing as some sort of half-ass reservationHostile, unleashed dogsDogshit at the cragHuman shit at the cragGroups of five or larger on a route (particularly if it's a good warmup and motherfuckers are hangdogging the piss out of it and not even at the crux yet) and taking forever- like all damn dayHammocks blocking the trailHammocks, periodMusic- of any kind. No one wants to hear what puts you in the ""zone"" because everyone has different tastes. Leave the goddamned speaker at home.Gear thrown everywhereSpray- of any kind. Spray about your prowess, spray about your accolades, spray about beta on a route (especially if it's unsolicited)Arguing couples/partnersGenerally being loud af and obnoxious. Some people are actually there to focus and try hard. We don't need to hear about the person you hate at work or the person you're trying to nail- from five routes over.Trash/left gear (same thing here- if you leave shit at the crag, whether it's actual ""shit"" or whether it's a rack of cams, it's littering.) Don't ask for it back. It's not hard to do a gear check before you leave for the day. If you don't possess that very basic skill of keeping track of expensive gear that you paid for, then you probably lack the basic skill and memory to competently climb outside in the first placeIf you rappel from sport routes equipped for lowering, you are a permagumby- especially if you're teaching other gumbies that this is the only way.Parking like an asshole.Did I miss anything? Oh, and while I'm at it, and since Mark has afforded us the venue in which to vent- I'd like to thank Alex Honnold, Tommy and Kevin, the douchers at Reel Rock, every gear company anywhere that's well-known and has a large marketing budget, and every gym ever for making climbing so popular (you know, ""GROWING THE SPORT"") and making cragging such a miserable shitshow. I used to be able to go out and be a LNT 5.11+ chuffer in peace. Now it's hard to escape the list above and on some weekends, I experience EVERY FUCKING ITEM on that list, at the same crag, on the same day. So to everyone that made this the case, here's the most sarcastic ""thank you"" I can muster.And yes, to those that say ""everyone has the right..."" and ""it's up to the people doing it correctly to pass on...."" and ""you're just a curmudgeon..."" and ""you don't own the rock...""Yeah. I get it. You're right. I do. I'm trying, it's just impossible nowadays because there's not enough of ""us"" to keep up with the volume that's being churned out of gyms. And IMO opinion, no amount of curmudgeonly disdain is going to make up for the fact that areas are being run into the ground, erosion is increasing exponentially, and it is affecting access, for ALL OF US.Also, before this rebuttal is offered, there isn't enough ""trail day climber festival kumbaya"" nonsense to keep up with it either. Every year, there are multiple ""festivals"" and ""trail days"" that take place. Super. Great. Every year the list of infractions also gets bigger- so it doesn't look like one really has an effect on the other.If we're honest with ourselves, it's not sustainable, and access will be cut off or severely restricted eventually as a result. When that happens, I hope you blame the aforementioned responsible parties as much as you blame the gumbies. In case you haven't read it, here's just a hint of what's to come. This list below, if you added in all the places that have been closed or restricted but don't make it to the list because they're not ""destination"" areas, the list would probably be five times as long.Oh yay- ""poop crisis"" - there's literally a ""crisis"" for human shit. It's exceedingly easy to police your own feces, yet here we are having this conversation. But hey, at least the stoke is high because climbing is going to be in the olympics. Here's hoping the competitors learn to hand jam.Not all heroes wear capes.",48,Cache Me Ousside,Feb 2018,5,,Bitter and Hostile Former Climbers Over 50 #1,4.715700141442715,29.655172413793103,860,0.0682776497695852,0.5270564516129033
118584554,2020-02-26,Andrew Rice,"Tal Wanish wrote: Side note on this, that's the first time I've ever seen someone use a belay device in guide mode on the ground (@5:13). Super neat.Yeah, except I'm wondering how, if you have a climber hanging in space, you're supposed to unhook that lower biner to put it in ""regular"" ATC mode?",5,"Los Angeles, CA",Jan 2016,1,"Access Fund Member, American Alpine Club Member","TR on two quickdraws at anchors, opposite and opposed question",4.5,35.0,70,0.1944444444444444,0.358974358974359
111955689,2016-06-27,Caz Drach,Well done. Needs some more sun. :-),0,"C'Wood, UT",Jun 2013,0,"Access Fund Member, American Alpine Club Member",A video about a Mountain's thoughts,4.142857142857143,3.6666666666666665,11,0.5,0.75
108311934,2013-08-30,Creed Archibald,CJC wrote:  lol. my dog has just as much a right to run all over the crag as you do. doesn't mean she gets to.  maybe we should put you on a leash. or kick you in the throat when you get annoying.  get a grip.Go ahead and leash me. Ill get my revenge by pooping in the trail and barking every time my master climbs!!!,0,"Salt Lake City, UT",Apr 2012,6,Access Fund Member,Falling Dog,3.772727272727273,9.625,77,-0.2006696428571428,0.7646428571428572
117755258,2019-10-23,Tod Gunter,"Well this looks like fun!Didn't know there was a running age group thread. I'm 52 and been climbing most of that time. All types, mountains, rock, ice etc. Prefer the long moderates.  Still healthy and happy to get out when I can which has been frustratingly little this Fall with crap weather in the Northern Rockies. Just cancelled another weekend at the City of Rocks. I like to joke that I plateaued after my first real climb (The Snaz, Tetons). Never climbed any harder than that really, just broadened my skill set to other disciplines. That said I just got certified as an SPI (Single Pitch Instructor) last spring as I work at a middle school and we have a new Outdoor Rec Program. Still learning and loving climbing, also always looking for partners. As others have said, these days it's as much about enjoying who you are with as what you are climbing.As for plans; my wife and I may be in St George around Thanksgiving and Vantage at Christmas. No big plans on the horizon other than getting on Whitney (East Buttress) next summer with my OG mentor from Colorado.Doubt I'll read the thousands of posts in this thread but happy to be a part of the conversation and stoke!-Tod",6,"Hailey, ID",Apr 2009,0,American Alpine Club Member,New and Experienced Climbers Over 50 #8,4.589622641509434,20.416666666666668,245,0.1467015938606848,0.4031286894923258
120697117,2021-05-12,Old lady H,W K    wrote:You have to duel him 1v1 in the name of honor and integrityCan we at least make it mud wrestling? Askin for a friend....,6,"Boise, ID",Aug 2015,4,"Access Fund Member, American Alpine Club Member",Caught someone lying on their ticks. What to do?,4.038461538461538,15.0,30,-0.3,0.4
106981643,2010-12-08,Chris90,"Although not guiding quite yet, I am starting an internship at IME/IMCS in North Conway in January for Ice climbing guide Intern. I have WFR, AVI 1, LNT Master,and will also be starting EMT in January. But experiance is key. Leading LEading leading!Trad,Ice, trips/groups. My boss said that he can get me a solid discount on AMGA courses, but a starting PAID guide there, without any AMGA certs, gets paid fairly well per day. But AMGA bumps that pay scale up considerably. And having your EMT can get you paid riding on a local ambulance $$$",0,"Unity, Maine",May 2010,0,,Question for Climbing Guides Out There,4.65625,16.714285714285715,117,0.0999999999999999,0.34375
116604923,2019-03-14,Robert S,"F loyd wrote: Why did so many climbers watch the movie? Just curious to know. I didn't watch it because it didn't seem interesting to me.I wasn't interested, either, but my son's friend and his dad invited us mainly because we had taken them climbing before, so it was hard to decline. Plus, the other dad paid for tickets and beer.",0,"Driftwood, TX",Sep 2018,4,American Alpine Club Member,Free Solo my Ass,4.459016393442623,18.5,74,0.1285714285714285,0.5357142857142857
106824212,2010-07-12,Scott McMahon,"I have the PMI Spire in 1/2 and 1/2.  No problems at all, except for the skip at the biweave.   I'd probably say it might be attributed to you edging it out on those roofs.",0,"Boulder, CO",Feb 2006,5,,Any problems with the PMI Spire 60m rope?,3.857142857142857,13.333333333333334,40,0.0,0.0
118235777,2020-01-12,Fehim Hasecic,Dirt bagging in a sprinter is as real as back stepping in rope management.,11,"Boulder, CO",Jun 2013,5,Access Fund Member,Mercedes or vans that aren’t you home 24/7 isn’t dirtbagging!,4.357142857142857,15.0,15,0.0,0.0
116571002,2019-03-01,Marc801 C,John RB wrote: What are the few 15d's? I didn't realize there was another beyond Silence?My mistake. I wrote that from memory without any research. I thought there were about 3.,2,"Sandy, Utah",Feb 2014,5,Access Fund Member,How I explained ratings to my mom,4.741935483870968,10.0,40,-0.2,0.1
107910006,2012-11-28,Will S,"John, I think you are missing the point. Inside/outside the loop is irrelevant. Have you ever been in the old camground? It's quite a nice setting.   I live in the Mojave, so yeah I get what grows here. And wonder of wonders, the old campground had...trees. My yard has...wait for it...trees. New Jack City doesn't have trees so it has shade structures. Good to hear that they actually added some shade stuff to that shithole.   I don't expect as a resident of LV that you actually spend much time in the sun-baked dustbowl hellhole of the current campground, why would you? So trust me when I say they run speed trap down that little road into the campground all the time. Every single time I've been there. One of the many reasons I stopped staying there.   It's amazing that the BLM can shell out a couple million bucks for some BS visitor center complex but can't establish a borderline habitable campground.",0,Joshua Tree,Nov 2006,1,,"j-tree, red rocks, or t wall",4.633540372670807,13.642857142857142,191,0.082012797144376,0.4056694767221083
118063210,2019-11-19,Nathan Burns,Have you seen Free Solo?,2,"Atlanta, GA",Aug 2013,6,,Safe Space for 'Experienced' Climbers to ask 'Noob' Questions,4.0,6.0,6,0.4,0.8
113948115,2017-12-23,mountainhick,"Jake wander wrote:Many people have mentioned composting toilets. Are the $80-100 versions what people use or are people using the $500 versions that are basically diaper genies?We don't use one:when camping where there are facilities use the facilitieswhen in town, go to a public rest room or buy a coffee somewhere and use the shop's facilitieswhen remote camping, basic LNT principles apply. Walk far, dig an appropriate cathole, bag your toilet paper and dispose of properly, not in the cathole...Emergency settings when none of the above are available; use wag bags. (haven't had to do this yet in many years of van camping, but always have them in the van and in my climbing pack)",1,"Black Hawk, CO",Mar 2009,0,,Life?,4.973913043478261,35.0,140,0.1366666666666666,0.2991666666666667
113219229,2017-06-27,Russ Keane,"I agree with Erin Monahan (the author).  I'm sure Cedar was kidding, but it's true what she calls ""rape culture"" needs to change.",2,Salt Lake,Feb 2013,2,,microaggression? or having the overreaction?,4.608695652173913,16.0,32,0.425,0.7694444444444444
106669086,2010-02-12,Woodchuck ATC,I thought 'mom' was Hillary Swank on a smily bad hair day.,0,Unknown Hometown,Nov 2007,0,Access Fund Member,Favorite Kid Photo,3.9166666666666665,14.0,14,-0.6999999999999998,0.6666666666666666
116551118,2019-02-28,JustinMCawood Cawood,"I guess I did this wrong. Not a lot of my friends climb. So,YouTube. Haven't died yet though.",3,"Fort Bragg, NC",Apr 2016,0,,How did you start Trad climbing?,4.222222222222222,6.25,25,-0.5,0.9
106754998,2010-05-06,Mike Anderson,"MrBurns wrote:  None of them could climb 14d/9a  with all the protection in the world so who cares?Good point, but there seem to be many climbers today that can't climb 5.9 with all the protection in the world, yet here we see a lady soling one in a dress.",0,"Colorado Springs, CO",Nov 2004,0,,The Start Of it All ,4.204081632653061,56.0,56,0.5,0.5
124300379,2023-05-29,Cherokee Nunes,"Concur with Mr. Sinner. You shouldn't be projecting until you know how to get the gear down, at the very least.",8,Unknown Hometown,May 2015,0,,Projecting harder routes = losing gear?,4.333333333333333,12.5,25,-0.2727777777777778,0.4044444444444445
106224957,2008-08-08,Mikeco,"That gives a whole new meaning to ""close air support of ground forces.""",0,Highlands Ranch CO,Apr 2008,0,,"Photo of ""Random Fly By""",4.538461538461538,16.0,16,0.1681818181818181,0.4272727272727272
116720254,2019-04-10,Soft Catch,"Marc H wrote: That’s weird. I always thought Patagonia was a place.It is a place, but most Americans don't know that. That's why this will be an interesting trademark case.It's not likely that Anheuser-Busch choose this path without first checking with their lawyers.",0,Unknown Hometown,Oct 2018,0,,Patagonia to Anheuser-Busch: This lawsuit’s for you,5.232558139534884,17.666666666666668,53,0.15,0.6666666666666667
107642459,2012-06-05,Alex Blackmer,"Hey all, looks like I'm gonna be spending my summer cruising around the west, seeing new places and having a ball. Anyone doing similarly and looking for a partner?   Cheers, Alex",0,Unknown Hometown,May 2012,0,,Dirtbagging around the West? Looking for a partner?,4.741935483870968,12.666666666666666,38,0.0681818181818181,0.4272727272727272
111088009,2019-04-15,other,Ron you were taking home$500/day as a guide in the 80s and 90s?That would be $1000 per day now. Or that was the client fee? That’s very high unless it was for a big group.What are you doing now that you make so much more?,0,"San Diego, CA",Apr 2006,5,,AMGA vs PCIA vs PCGI climbing guide certifications,3.933333333333333,18.33333333333333,55,0.236,0.434
124568773,2023-07-11,Phil M,"…Steven Sutin… I see what you mean… Kind of addicting, I suppose…",0,Unknown Hometown,Oct 2021,0,,Funny Stories about climbing,4.5,13.0,13,0.6,0.9
123878620,2023-03-16,clee 03m,"My partners know I generally prefer a party of 2 day regardless of single pitching or multi. So I ask one at a time, but if they don’t reply within about 12 hours I move onto the next partner. First come first serve. I would reply with, “I didn’t hear from you so I found another partner. Next time!” Once I moved onto asking a bunch of people at once (still for one person) I will clarify that I asked more than one person and that it is first come first serve. If all else fails I come to the internet begging for belays. I have 3 little kids, a job, and a marriage, so most of my partners know my one day a week is precious to me and don’t seem to judge my methods.",5,Unknown Hometown,Mar 2008,0,,"When you have a roster of partners, what do you do?",3.919117647058824,22.714285714285715,159,0.1377747252747252,0.3728937728937729
108270621,2020-02-26,Tradiban,"Kristian Solem wrote:I am the Lord thy Guide. You shall not have strange Guides before me.You shall not take the name of the Lord Your Guide in vain.Remember to keep holy the Lord’s belay.Plunder your Father and Your Mother, that you may have the funds to go climbing.You shall not deck.You shall not avoid adultery, but,You shall not squeal.You shall not give false witness against your neighbor’s bear.You shall not hanker after your partner’s wife. But if you do,You shall not cover your partner’s wife’s goods.That's just a little weird.",2,Unknown Hometown,Apr 2004,0,,10 commandments of climbing,5.022222222222222,37.333333333333336,112,-0.284375,0.5625
113788468,2017-11-05,highaltitudeflatulentexpulsion,"Ted Pinson wrote:I've heard they have really bad reliability issues as well. Everyone loves them and they're a nice fit for climbing, but that's pretty concerning.I just sold my wife's 94' with 281,+++ miles. It was running fine. We replaced it with a 2008 Outback. I expect it to go at least 200.",0,Colorado,Oct 2012,5,,Honda CR-V or ???,4.622641509433962,13.6,68,0.1111111111111111,0.6611111111111111
117981919,2019-11-03,Maidy Vasquez,I've got Jim's giant yellow tricam hanging around - not quite the historic prestige of the hammer I know . :)Edit- surely there is a way to track down the last person in the chain with some detective work?,1,"Bishop, CA",Mar 2009,2,,Jim Bridwell's Hammer MIA,4.282051282051282,22.0,44,0.1206349206349206,0.4634920634920635
106667628,2010-02-05,colin tucker,"I really despise people who judge me for taking my shirt off, cursing, shouting out confusing beta, and setting kids on boulder problems directly below them.",0,"Monticello, UT",May 2007,5,,What do you hate most about rock gyms?,5.076923076923077,30.0,30,9.251858538542969e-18,0.3333333333333333
106783062,2010-06-04,Wiled Horse,"aw c'mon. Spencer is still climbing, exploring, smiling, and sharing his adventures on MP. :)",0,Unknown Hometown,Dec 2002,9,,Tell me about yourself,5.266666666666667,7.0,21,0.5,1.0
114329111,2018-05-03,Ted Pinson,"Yeah, don’t be taking any “top and down” whips on gear any time soon. Treat your first few leads as solos, as they quite possibly might be if you haven’t spent enough time on the ground learning placements. As far as “readiness”...there’s no set point. Some people start with trad, some people wait until they’re leading 12s sport before they touch a 5.8 trad pitch, some people are never ready for it. Just remember that, no matter how good the gear might seem, you are NOT sport climbing on gear.",2,"Chicago, IL",Jul 2014,2,"Access Fund Member, American Alpine Club Member",Transition to Trad - am I ready?,4.544444444444444,23.0,115,0.0994444444444444,0.4922222222222222
118138509,2019-12-12,ClimberRunner,"Kris Fiore wrote: I’m trying to stay civil here but to say the reason there aren’t more POC performing at a world class level isn’t because of gatekeeping and deep-rooted racism/sexism is pretty hard to hear.There isn’t a corner of society that white privilege doesn’t impact.Countries based on their number of female STEM graduates (x-axis) and theirGlobal Gender Gap Index (y-axis), a measure of opportunities for women in societyTell us more about how about any underrepresentation by less privileged race or gender is evidence of bigotry, oppression, unfairness?Oh wait, maybe the world is more complicated than faddish intersectionality theories suggest...",11,"Redmond, WA",Feb 2009,5,,Stop Making Movies About White Guys Doing Cool Shit: The Sequel,5.62,122.0,122,0.0879629629629629,0.475
106691867,2010-03-14,Reed Fee,Yep. The West Ridge.,0,White Salmon WA,Oct 2008,5,,A Lee Smith Spin-off  -  Name this route .Go to Part 2,4.25,3.0,6,0.0,0.0
121953910,2022-04-12,Nathan M,https://m.youtube.com/watch?v=LBi14BG3_PILonely child - young boy,0,"Boulder, CO",Apr 2017,0,"Access Fund Member, American Alpine Club Member","""What Song Are You Listening To Right Now?""",12.2,9.0,9,0.1,0.4
